Id,WL
2008_1231_1425,-1
2008_1231_1426,-1
2008_1231_1435,-1
2008_1231_1437,-1
2008_1231_1443,-1
2008_1231_1450,-1
2008_1231_1452,-1
2008_1231_1457,-1
2008_1231_1458,-1
2008_1231_1462,-1
2008_1242_1243,-1
2008_1242_1245,-1
2008_1242_1246,-1
2008_1242_1257,-1
2008_1242_1266,-1
2008_1242_1272,1
2008_1242_1274,-1
2008_1242_1277,-1
2008_1242_1280,-1
2008_1242_1290,-1
2008_1242_1291,-1
2008_1242_1314,1
2008_1242_1323,-1
2008_1242_1328,-1
2008_1242_1331,-1
2008_1242_1332,-1
2008_1242_1338,-1
2008_1242_1340,1
2008_1242_1345,-1
2008_1242_1360,-1
2008_1242_1373,-1
2008_1242_1375,-1
2008_1242_1386,-1
2008_1242_1388,-1
2008_1242_1390,-1
2008_1242_1396,-1
2008_1242_1397,-1
2008_1242_1400,-1
2008_1242_1401,-1
2008_1242_1417,-1
2008_1242_1420,-1
2008_1242_1424,1
2008_1242_1425,-1
2008_1242_1426,-1
2008_1242_1435,-1
2008_1242_1437,1
2008_1242_1443,-1
2008_1242_1450,-1
2008_1242_1452,-1
2008_1242_1457,-1
2008_1242_1458,-1
2008_1242_1462,-1
2008_1243_1245,-1
2008_1243_1246,-1
2008_1243_1257,-1
2008_1243_1266,-1
2008_1243_1272,-1
2008_1243_1274,-1
2008_1243_1277,-1
2008_1243_1280,-1
2008_1243_1290,-1
2008_1243_1291,-1
2008_1243_1314,-1
2008_1243_1323,-1
2008_1243_1328,-1
2008_1243_1331,-1
2008_1243_1332,-1
2008_1243_1338,-1
2008_1243_1340,-1
2008_1243_1345,-1
2008_1243_1360,-1
2008_1243_1373,-1
2008_1243_1375,-1
2008_1243_1386,-1
2008_1243_1388,-1
2008_1243_1390,-1
2008_1243_1396,-1
2008_1243_1397,-1
2008_1243_1400,-1
2008_1243_1401,-1
2008_1243_1417,-1
2008_1243_1420,-1
2008_1243_1424,-1
2008_1243_1425,1
2008_1243_1426,-1
2008_1243_1435,-1
2008_1243_1437,-1
2008_1243_1443,-1
2008_1243_1450,-1
2008_1243_1452,-1
2008_1243_1457,-1
2008_1243_1458,0
2008_1243_1462,-1
2008_1245_1246,-1
2008_1245_1257,-1
2008_1245_1266,-1
2008_1245_1272,-1
2008_1245_1274,-1
2008_1245_1277,-1
2008_1245_1280,-1
2008_1245_1290,-1
2008_1245_1291,-1
2008_1245_1314,-1
2008_1245_1323,-1
2008_1245_1328,-1
2008_1245_1331,-1
2008_1245_1332,-1
2008_1245_1338,-1
2008_1245_1340,-1
2008_1245_1345,-1
2008_1245_1360,-1
2008_1245_1373,-1
2008_1245_1375,-1
2008_1245_1386,-1
2008_1245_1388,-1
2008_1245_1390,-1
2008_1245_1396,-1
2008_1245_1397,-1
2008_1245_1400,-1
2008_1245_1401,-1
2008_1245_1417,-1
2008_1245_1420,-1
2008_1245_1424,0
2008_1245_1425,-1
2008_1245_1426,-1
2008_1245_1435,-1
2008_1245_1437,-1
2008_1245_1443,-1
2008_1245_1450,-1
2008_1245_1452,-1
2008_1245_1457,-1
2008_1245_1458,-1
2008_1245_1462,-1
2008_1246_1257,-1
2008_1246_1266,0
2008_1246_1272,-1
2008_1246_1274,-1
2008_1246_1277,-1
2008_1246_1280,-1
2008_1246_1290,-1
2008_1246_1291,-1
2008_1246_1314,-1
2008_1246_1323,-1
2008_1246_1328,-1
2008_1246_1331,-1
2008_1246_1332,-1
2008_1246_1338,-1
2008_1246_1340,-1
2008_1246_1345,-1
2008_1246_1360,-1
2008_1246_1373,-1
2008_1246_1375,-1
2008_1246_1386,-1
2008_1246_1388,-1
2008_1246_1390,-1
2008_1246_1396,-1
2008_1246_1397,-1
2008_1246_1400,-1
2008_1246_1401,-1
2008_1246_1417,-1
2008_1246_1420,-1
2008_1246_1424,-1
2008_1246_1425,-1
2008_1246_1426,-1
2008_1246_1435,-1
2008_1246_1437,-1
2008_1246_1443,-1
2008_1246_1450,-1
2008_1246_1452,-1
2008_1246_1457,-1
2008_1246_1458,-1
2008_1246_1462,-1
2008_1257_1266,-1
2008_1257_1272,-1
2008_1257_1274,-1
2008_1257_1277,-1
2008_1257_1280,-1
2008_1257_1290,-1
2008_1257_1291,-1
2008_1257_1314,0
2008_1257_1323,-1
2008_1257_1328,1
2008_1257_1331,-1
2008_1257_1332,-1
2008_1257_1338,-1
2008_1257_1340,-1
2008_1257_1345,-1
2008_1257_1360,-1
2008_1257_1373,-1
2008_1257_1375,-1
2008_1257_1386,-1
2008_1257_1388,-1
2008_1257_1390,-1
2008_1257_1396,-1
2008_1257_1397,1
2008_1257_1400,-1
2008_1257_1401,-1
2008_1257_1417,-1
2008_1257_1420,-1
2008_1257_1424,-1
2008_1257_1425,-1
2008_1257_1426,-1
2008_1257_1435,-1
2008_1257_1437,-1
2008_1257_1443,-1
2008_1257_1450,-1
2008_1257_1452,-1
2008_1257_1457,-1
2008_1257_1458,-1
2008_1257_1462,-1
2008_1266_1272,-1
2008_1266_1274,-1
2008_1266_1277,-1
2008_1266_1280,-1
2008_1266_1290,-1
2008_1266_1291,-1
2008_1266_1314,-1
2008_1266_1323,-1
2008_1266_1328,-1
2008_1266_1331,-1
2008_1266_1332,-1
2008_1266_1338,-1
2008_1266_1340,-1
2008_1266_1345,-1
2008_1266_1360,-1
2008_1266_1373,-1
2008_1266_1375,-1
2008_1266_1386,-1
2008_1266_1388,-1
2008_1266_1390,0
2008_1266_1396,-1
2008_1266_1397,-1
2008_1266_1400,-1
2008_1266_1401,-1
2008_1266_1417,-1
2008_1266_1420,-1
2008_1266_1424,-1
2008_1266_1425,-1
2008_1266_1426,-1
2008_1266_1435,-1
2008_1266_1437,-1
2008_1266_1443,-1
2008_1266_1450,-1
2008_1266_1452,-1
2008_1266_1457,-1
2008_1266_1458,-1
2008_1266_1462,-1
2008_1272_1274,-1
2008_1272_1277,1
2008_1272_1280,1
2008_1272_1290,-1
2008_1272_1291,-1
2008_1272_1314,-1
2008_1272_1323,-1
2008_1272_1328,-1
2008_1272_1331,-1
2008_1272_1332,-1
2008_1272_1338,-1
2008_1272_1340,-1
2008_1272_1345,-1
2008_1272_1360,-1
2008_1272_1373,-1
2008_1272_1375,-1
2008_1272_1386,-1
2008_1272_1388,-1
2008_1272_1390,-1
2008_1272_1396,-1
2008_1272_1397,-1
2008_1272_1400,1
2008_1272_1401,-1
2008_1272_1417,1
2008_1272_1420,-1
2008_1272_1424,-1
2008_1272_1425,-1
2008_1272_1426,1
2008_1272_1435,-1
2008_1272_1437,-1
2008_1272_1443,-1
2008_1272_1450,-1
2008_1272_1452,-1
2008_1272_1457,-1
2008_1272_1458,-1
2008_1272_1462,-1
2008_1274_1277,-1
2008_1274_1280,-1
2008_1274_1290,-1
2008_1274_1291,-1
2008_1274_1314,-1
2008_1274_1323,-1
2008_1274_1328,-1
2008_1274_1331,-1
2008_1274_1332,-1
2008_1274_1338,-1
2008_1274_1340,-1
2008_1274_1345,-1
2008_1274_1360,-1
2008_1274_1373,-1
2008_1274_1375,-1
2008_1274_1386,-1
2008_1274_1388,1
2008_1274_1390,-1
2008_1274_1396,-1
2008_1274_1397,-1
2008_1274_1400,0
2008_1274_1401,-1
2008_1274_1417,-1
2008_1274_1420,-1
2008_1274_1424,-1
2008_1274_1425,-1
2008_1274_1426,-1
2008_1274_1435,-1
2008_1274_1437,-1
2008_1274_1443,-1
2008_1274_1450,-1
2008_1274_1452,-1
2008_1274_1457,-1
2008_1274_1458,-1
2008_1274_1462,-1
2008_1277_1280,-1
2008_1277_1290,-1
2008_1277_1291,-1
2008_1277_1314,-1
2008_1277_1323,-1
2008_1277_1328,-1
2008_1277_1331,-1
2008_1277_1332,-1
2008_1277_1338,1
2008_1277_1340,-1
2008_1277_1345,-1
2008_1277_1360,-1
2008_1277_1373,-1
2008_1277_1375,-1
2008_1277_1386,-1
2008_1277_1388,-1
2008_1277_1390,-1
2008_1277_1396,1
2008_1277_1397,-1
2008_1277_1400,-1
2008_1277_1401,-1
2008_1277_1417,-1
2008_1277_1420,-1
2008_1277_1424,-1
2008_1277_1425,-1
2008_1277_1426,-1
2008_1277_1435,-1
2008_1277_1437,-1
2008_1277_1443,-1
2008_1277_1450,-1
2008_1277_1452,-1
2008_1277_1457,-1
2008_1277_1458,-1
2008_1277_1462,-1
2008_1280_1290,-1
2008_1280_1291,-1
2008_1280_1314,-1
2008_1280_1323,-1
2008_1280_1328,-1
2008_1280_1331,-1
2008_1280_1332,1
2008_1280_1338,-1
2008_1280_1340,-1
2008_1280_1345,-1
2008_1280_1360,-1
2008_1280_1373,-1
2008_1280_1375,-1
2008_1280_1386,-1
2008_1280_1388,-1
2008_1280_1390,-1
2008_1280_1396,-1
2008_1280_1397,-1
2008_1280_1400,-1
2008_1280_1401,-1
2008_1280_1417,-1
2008_1280_1420,-1
2008_1280_1424,-1
2008_1280_1425,-1
2008_1280_1426,-1
2008_1280_1435,-1
2008_1280_1437,-1
2008_1280_1443,-1
2008_1280_1450,-1
2008_1280_1452,-1
2008_1280_1457,-1
2008_1280_1458,-1
2008_1280_1462,-1
2008_1290_1291,-1
2008_1290_1314,-1
2008_1290_1323,-1
2008_1290_1328,-1
2008_1290_1331,-1
2008_1290_1332,-1
2008_1290_1338,-1
2008_1290_1340,-1
2008_1290_1345,-1
2008_1290_1360,-1
2008_1290_1373,-1
2008_1290_1375,-1
2008_1290_1386,-1
2008_1290_1388,-1
2008_1290_1390,-1
2008_1290_1396,-1
2008_1290_1397,-1
2008_1290_1400,-1
2008_1290_1401,-1
2008_1290_1417,0
2008_1290_1420,-1
2008_1290_1424,-1
2008_1290_1425,-1
2008_1290_1426,-1
2008_1290_1435,-1
2008_1290_1437,-1
2008_1290_1443,-1
2008_1290_1450,-1
2008_1290_1452,-1
2008_1290_1457,-1
2008_1290_1458,-1
2008_1290_1462,-1
2008_1291_1314,0
2008_1291_1323,-1
2008_1291_1328,-1
2008_1291_1331,-1
2008_1291_1332,-1
2008_1291_1338,-1
2008_1291_1340,-1
2008_1291_1345,-1
2008_1291_1360,-1
2008_1291_1373,-1
2008_1291_1375,-1
2008_1291_1386,-1
2008_1291_1388,-1
2008_1291_1390,-1
2008_1291_1396,-1
2008_1291_1397,-1
2008_1291_1400,-1
2008_1291_1401,-1
2008_1291_1417,-1
2008_1291_1420,-1
2008_1291_1424,-1
2008_1291_1425,-1
2008_1291_1426,-1
2008_1291_1435,-1
2008_1291_1437,-1
2008_1291_1443,-1
2008_1291_1450,-1
2008_1291_1452,-1
2008_1291_1457,-1
2008_1291_1458,-1
2008_1291_1462,-1
2008_1314_1323,-1
2008_1314_1328,-1
2008_1314_1331,-1
2008_1314_1332,-1
2008_1314_1338,-1
2008_1314_1340,-1
2008_1314_1345,-1
2008_1314_1360,-1
2008_1314_1373,-1
2008_1314_1375,-1
2008_1314_1386,-1
2008_1314_1388,-1
2008_1314_1390,-1
2008_1314_1396,-1
2008_1314_1397,-1
2008_1314_1400,-1
2008_1314_1401,-1
2008_1314_1417,-1
2008_1314_1420,-1
2008_1314_1424,-1
2008_1314_1425,-1
2008_1314_1426,-1
2008_1314_1435,-1
2008_1314_1437,-1
2008_1314_1443,-1
2008_1314_1450,1
2008_1314_1452,-1
2008_1314_1457,-1
2008_1314_1458,-1
2008_1314_1462,-1
2008_1323_1328,-1
2008_1323_1331,-1
2008_1323_1332,-1
2008_1323_1338,-1
2008_1323_1340,-1
2008_1323_1345,-1
2008_1323_1360,-1
2008_1323_1373,-1
2008_1323_1375,-1
2008_1323_1386,-1
2008_1323_1388,-1
2008_1323_1390,-1
2008_1323_1396,-1
2008_1323_1397,-1
2008_1323_1400,-1
2008_1323_1401,-1
2008_1323_1417,-1
2008_1323_1420,-1
2008_1323_1424,-1
2008_1323_1425,-1
2008_1323_1426,-1
2008_1323_1435,-1
2008_1323_1437,-1
2008_1323_1443,-1
2008_1323_1450,0
2008_1323_1452,-1
2008_1323_1457,-1
2008_1323_1458,-1
2008_1323_1462,-1
2008_1328_1331,-1
2008_1328_1332,-1
2008_1328_1338,-1
2008_1328_1340,-1
2008_1328_1345,-1
2008_1328_1360,-1
2008_1328_1373,-1
2008_1328_1375,-1
2008_1328_1386,1
2008_1328_1388,-1
2008_1328_1390,-1
2008_1328_1396,-1
2008_1328_1397,-1
2008_1328_1400,-1
2008_1328_1401,-1
2008_1328_1417,-1
2008_1328_1420,-1
2008_1328_1424,-1
2008_1328_1425,-1
2008_1328_1426,-1
2008_1328_1435,-1
2008_1328_1437,-1
2008_1328_1443,-1
2008_1328_1450,-1
2008_1328_1452,-1
2008_1328_1457,-1
2008_1328_1458,-1
2008_1328_1462,-1
2008_1331_1332,-1
2008_1331_1338,0
2008_1331_1340,-1
2008_1331_1345,-1
2008_1331_1360,-1
2008_1331_1373,-1
2008_1331_1375,-1
2008_1331_1386,-1
2008_1331_1388,-1
2008_1331_1390,-1
2008_1331_1396,-1
2008_1331_1397,-1
2008_1331_1400,-1
2008_1331_1401,-1
2008_1331_1417,-1
2008_1331_1420,-1
2008_1331_1424,-1
2008_1331_1425,-1
2008_1331_1426,-1
2008_1331_1435,-1
2008_1331_1437,-1
2008_1331_1443,-1
2008_1331_1450,-1
2008_1331_1452,-1
2008_1331_1457,-1
2008_1331_1458,-1
2008_1331_1462,-1
2008_1332_1338,-1
2008_1332_1340,-1
2008_1332_1345,-1
2008_1332_1360,-1
2008_1332_1373,-1
2008_1332_1375,-1
2008_1332_1386,-1
2008_1332_1388,-1
2008_1332_1390,-1
2008_1332_1396,-1
2008_1332_1397,-1
2008_1332_1400,-1
2008_1332_1401,-1
2008_1332_1417,-1
2008_1332_1420,-1
2008_1332_1424,-1
2008_1332_1425,-1
2008_1332_1426,-1
2008_1332_1435,-1
2008_1332_1437,-1
2008_1332_1443,-1
2008_1332_1450,-1
2008_1332_1452,-1
2008_1332_1457,-1
2008_1332_1458,-1
2008_1332_1462,-1
2008_1338_1340,-1
2008_1338_1345,-1
2008_1338_1360,-1
2008_1338_1373,-1
2008_1338_1375,-1
2008_1338_1386,-1
2008_1338_1388,-1
2008_1338_1390,-1
2008_1338_1396,-1
2008_1338_1397,-1
2008_1338_1400,-1
2008_1338_1401,-1
2008_1338_1417,-1
2008_1338_1420,-1
2008_1338_1424,-1
2008_1338_1425,-1
2008_1338_1426,-1
2008_1338_1435,-1
2008_1338_1437,-1
2008_1338_1443,-1
2008_1338_1450,-1
2008_1338_1452,-1
2008_1338_1457,-1
2008_1338_1458,-1
2008_1338_1462,-1
2008_1340_1345,-1
2008_1340_1360,-1
2008_1340_1373,-1
2008_1340_1375,-1
2008_1340_1386,-1
2008_1340_1388,-1
2008_1340_1390,-1
2008_1340_1396,-1
2008_1340_1397,-1
2008_1340_1400,-1
2008_1340_1401,-1
2008_1340_1417,-1
2008_1340_1420,-1
2008_1340_1424,-1
2008_1340_1425,-1
2008_1340_1426,-1
2008_1340_1435,-1
2008_1340_1437,-1
2008_1340_1443,-1
2008_1340_1450,-1
2008_1340_1452,-1
2008_1340_1457,-1
2008_1340_1458,-1
2008_1340_1462,-1
2008_1345_1360,-1
2008_1345_1373,-1
2008_1345_1375,-1
2008_1345_1386,-1
2008_1345_1388,-1
2008_1345_1390,-1
2008_1345_1396,-1
2008_1345_1397,-1
2008_1345_1400,-1
2008_1345_1401,-1
2008_1345_1417,-1
2008_1345_1420,-1
2008_1345_1424,-1
2008_1345_1425,-1
2008_1345_1426,-1
2008_1345_1435,-1
2008_1345_1437,-1
2008_1345_1443,-1
2008_1345_1450,-1
2008_1345_1452,-1
2008_1345_1457,-1
2008_1345_1458,-1
2008_1345_1462,0
2008_1360_1373,-1
2008_1360_1375,-1
2008_1360_1386,-1
2008_1360_1388,-1
2008_1360_1390,-1
2008_1360_1396,-1
2008_1360_1397,-1
2008_1360_1400,-1
2008_1360_1401,-1
2008_1360_1417,-1
2008_1360_1420,-1
2008_1360_1424,-1
2008_1360_1425,-1
2008_1360_1426,-1
2008_1360_1435,-1
2008_1360_1437,-1
2008_1360_1443,0
2008_1360_1450,-1
2008_1360_1452,-1
2008_1360_1457,-1
2008_1360_1458,-1
2008_1360_1462,-1
2008_1373_1375,-1
2008_1373_1386,-1
2008_1373_1388,-1
2008_1373_1390,-1
2008_1373_1396,-1
2008_1373_1397,-1
2008_1373_1400,-1
2008_1373_1401,-1
2008_1373_1417,-1
2008_1373_1420,-1
2008_1373_1424,-1
2008_1373_1425,-1
2008_1373_1426,-1
2008_1373_1435,1
2008_1373_1437,0
2008_1373_1443,-1
2008_1373_1450,-1
2008_1373_1452,-1
2008_1373_1457,-1
2008_1373_1458,-1
2008_1373_1462,-1
2008_1375_1386,-1
2008_1375_1388,-1
2008_1375_1390,-1
2008_1375_1396,-1
2008_1375_1397,-1
2008_1375_1400,-1
2008_1375_1401,-1
2008_1375_1417,-1
2008_1375_1420,-1
2008_1375_1424,-1
2008_1375_1425,-1
2008_1375_1426,-1
2008_1375_1435,-1
2008_1375_1437,-1
2008_1375_1443,-1
2008_1375_1450,-1
2008_1375_1452,-1
2008_1375_1457,-1
2008_1375_1458,-1
2008_1375_1462,-1
2008_1386_1388,-1
2008_1386_1390,-1
2008_1386_1396,-1
2008_1386_1397,-1
2008_1386_1400,-1
2008_1386_1401,-1
2008_1386_1417,-1
2008_1386_1420,-1
2008_1386_1424,-1
2008_1386_1425,-1
2008_1386_1426,-1
2008_1386_1435,-1
2008_1386_1437,-1
2008_1386_1443,-1
2008_1386_1450,-1
2008_1386_1452,-1
2008_1386_1457,-1
2008_1386_1458,-1
2008_1386_1462,-1
2008_1388_1390,-1
2008_1388_1396,-1
2008_1388_1397,-1
2008_1388_1400,-1
2008_1388_1401,-1
2008_1388_1417,-1
2008_1388_1420,-1
2008_1388_1424,-1
2008_1388_1425,-1
2008_1388_1426,-1
2008_1388_1435,-1
2008_1388_1437,-1
2008_1388_1443,-1
2008_1388_1450,-1
2008_1388_1452,-1
2008_1388_1457,-1
2008_1388_1458,-1
2008_1388_1462,-1
2008_1390_1396,-1
2008_1390_1397,-1
2008_1390_1400,0
2008_1390_1401,-1
2008_1390_1417,-1
2008_1390_1420,-1
2008_1390_1424,-1
2008_1390_1425,-1
2008_1390_1426,-1
2008_1390_1435,-1
2008_1390_1437,-1
2008_1390_1443,-1
2008_1390_1450,-1
2008_1390_1452,-1
2008_1390_1457,-1
2008_1390_1458,-1
2008_1390_1462,-1
2008_1396_1397,-1
2008_1396_1400,-1
2008_1396_1401,-1
2008_1396_1417,-1
2008_1396_1420,-1
2008_1396_1424,-1
2008_1396_1425,-1
2008_1396_1426,-1
2008_1396_1435,-1
2008_1396_1437,-1
2008_1396_1443,-1
2008_1396_1450,-1
2008_1396_1452,-1
2008_1396_1457,-1
2008_1396_1458,-1
2008_1396_1462,-1
2008_1397_1400,-1
2008_1397_1401,-1
2008_1397_1417,-1
2008_1397_1420,-1
2008_1397_1424,-1
2008_1397_1425,-1
2008_1397_1426,-1
2008_1397_1435,-1
2008_1397_1437,-1
2008_1397_1443,-1
2008_1397_1450,-1
2008_1397_1452,-1
2008_1397_1457,-1
2008_1397_1458,-1
2008_1397_1462,-1
2008_1400_1401,-1
2008_1400_1417,-1
2008_1400_1420,-1
2008_1400_1424,-1
2008_1400_1425,-1
2008_1400_1426,-1
2008_1400_1435,-1
2008_1400_1437,-1
2008_1400_1443,-1
2008_1400_1450,-1
2008_1400_1452,-1
2008_1400_1457,-1
2008_1400_1458,-1
2008_1400_1462,-1
2008_1401_1417,0
2008_1401_1420,-1
2008_1401_1424,-1
2008_1401_1425,-1
2008_1401_1426,-1
2008_1401_1435,-1
2008_1401_1437,-1
2008_1401_1443,-1
2008_1401_1450,-1
2008_1401_1452,-1
2008_1401_1457,-1
2008_1401_1458,-1
2008_1401_1462,-1
2008_1417_1420,-1
2008_1417_1424,-1
2008_1417_1425,-1
2008_1417_1426,-1
2008_1417_1435,-1
2008_1417_1437,-1
2008_1417_1443,1
2008_1417_1450,-1
2008_1417_1452,-1
2008_1417_1457,-1
2008_1417_1458,-1
2008_1417_1462,1
2008_1420_1424,-1
2008_1420_1425,-1
2008_1420_1426,-1
2008_1420_1435,-1
2008_1420_1437,-1
2008_1420_1443,-1
2008_1420_1450,-1
2008_1420_1452,-1
2008_1420_1457,-1
2008_1420_1458,-1
2008_1420_1462,-1
2008_1424_1425,-1
2008_1424_1426,-1
2008_1424_1435,-1
2008_1424_1437,-1
2008_1424_1443,-1
2008_1424_1450,-1
2008_1424_1452,-1
2008_1424_1457,-1
2008_1424_1458,-1
2008_1424_1462,-1
2008_1425_1426,-1
2008_1425_1435,-1
2008_1425_1437,-1
2008_1425_1443,-1
2008_1425_1450,-1
2008_1425_1452,-1
2008_1425_1457,-1
2008_1425_1458,-1
2008_1425_1462,-1
2008_1426_1435,-1
2008_1426_1437,-1
2008_1426_1443,-1
2008_1426_1450,-1
2008_1426_1452,-1
2008_1426_1457,-1
2008_1426_1458,-1
2008_1426_1462,-1
2008_1435_1437,-1
2008_1435_1443,-1
2008_1435_1450,-1
2008_1435_1452,-1
2008_1435_1457,-1
2008_1435_1458,-1
2008_1435_1462,-1
2008_1437_1443,-1
2008_1437_1450,-1
2008_1437_1452,-1
2008_1437_1457,-1
2008_1437_1458,-1
2008_1437_1462,-1
2008_1443_1450,-1
2008_1443_1452,-1
2008_1443_1457,-1
2008_1443_1458,-1
2008_1443_1462,-1
2008_1450_1452,-1
2008_1450_1457,1
2008_1450_1458,-1
2008_1450_1462,-1
2008_1452_1457,-1
2008_1452_1458,-1
2008_1452_1462,0
2008_1457_1458,-1
2008_1457_1462,-1
2008_1458_1462,-1
